Title,Artists,Song URL
DÁKITI,"Bad Bunny, Jhayco",https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
First Class,Jack Harlow,https://open.spotify.com/track/0wHFktze2PHC5jDt3B17DC
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,https://open.spotify.com/track/3vkQ5DAB1qQMYO4Mr9zJN6
Dance Monkey,Tones And I,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
Last Christmas,Wham!,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
Snowman,Sia,https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq
Jingle Bell Rock,Bobby Helms,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
Driving Home for Christmas - 2019 Remaster,Chris Rea,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters",https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa
Mistletoe,Justin Bieber,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
Santa Claus Is Coming To Town,The Jackson 5,https://open.spotify.com/track/6a1hzBiTkgqTsDA0Xgfh9z
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,https://open.spotify.com/track/1SV1fxF65n9NhRHp3KlBuu
Cozy Little Christmas,Katy Perry,https://open.spotify.com/track/02FaKXXL7KUtRc7K0k54tL
I Saw Mommy Kissing Santa Claus,The Jackson 5,https://open.spotify.com/track/3lkYS3iMpWMVpaJ0yJAFrJ
Like It's Christmas,Jonas Brothers,https://open.spotify.com/track/1OjmlSFuzYflWjSMTCyTJv
Santa Baby,Kylie Minogue,https://open.spotify.com/track/2SBr3MK1sdMs8IxdRcN6qz
Stop The Cavalry,Jo Lewie,https://open.spotify.com/track/2bPQuniBB9x0fRtxDly0kr
The Man with the Bag,Kay Starr,https://open.spotify.com/track/2n1xrggQtAGEV1AgzvooGB
White Christmas (with Shania Twain),Michael Bublé,https://open.spotify.com/track/2gbCG4Rt9984UZ7Tc0dIFd
White Christmas (with Shania Twain),"Michael Bublé, Shania Twain",https://open.spotify.com/track/2gbCG4Rt9984UZ7Tc0dIFd
Raindrops (Insane) [with Travis Scott],"Metro Boomin, Travis Scott",https://open.spotify.com/track/1pacwLXyRO47ka0v6LTIiY
Maroon,Taylor Swift,https://open.spotify.com/track/3eX0NZfLtGzoLUxPNvRfqm
Conceited,SZA,https://open.spotify.com/track/4hTej08FutmriOs7S1hWWy
Pussy & Millions (feat. Travis Scott),"Drake, 21 Savage, Travis Scott",https://open.spotify.com/track/2KLwPaRDOB87XOYAT2fgxh
Lock On Me (with Travis Scott & Future),"Metro Boomin, Travis Scott, Future",https://open.spotify.com/track/0OoNzMdPSgbkM5MkcuEZfm
All The Money (with Gun) [Bonus],"Metro Boomin, Gun",https://open.spotify.com/track/6SeNRCX36QFj0nm89vTDxZ
Lonely,RM,https://open.spotify.com/track/50y0OQgar3BnwTt1pXdYsM
Still Life (with Anderson .Paak),"RM, Anderson .Paak",https://open.spotify.com/track/12hD59WtTU92K1VcCXqLlw
Change pt.2,RM,https://open.spotify.com/track/7vPMugKcYwnX9Dh7SrLFHF
Forg_tful (with Kim Sawol),"RM, Kim Sawol",https://open.spotify.com/track/3XKI5295qhFbwNesz3ollU
No.2 (with parkjiyoon),"RM, parkjiyoon",https://open.spotify.com/track/5ky45fGKbzGYilDewlBD6Z
Dreams - 2004 Remaster,Fleetwood Mac,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
Question...?,Taylor Swift,https://open.spotify.com/track/0heeNYlwOGuUSe7TgUD27B
Circo Loco,"Drake, 21 Savage",https://open.spotify.com/track/7GeTsDIc5ykNB6lORO6Cee
Spin Bout U,"Drake, 21 Savage",https://open.spotify.com/track/2ZL7WZcjuYKi1KUDtp4kCC
Alleluia (feat. Sfera Ebbasta),"Shiva, Sfera Ebbasta",https://open.spotify.com/track/1MboxS3hV7Wr8UVO59uRth
HOTEL LOBBY (Unc & Phew),"Quavo, Takeoff",https://open.spotify.com/track/4vVjPTApwXZwB2H3mBq3ml
Mbappe,Eladio Carrion,https://open.spotify.com/track/2lmWwBLVJ2P0HX491zkYws
Privileged Rappers,"Drake, 21 Savage",https://open.spotify.com/track/7l2nxyx7IkBX5orhkALg0V
Paris,Taylor Swift,https://open.spotify.com/track/6J834IBcZJMH38ksrgAqwF
LEJOS DEL CIELO,Rauw Alejandro,https://open.spotify.com/track/0r5g8mAptDMwHbvRDJYIPW
More M’s,"Drake, 21 Savage",https://open.spotify.com/track/29YW2xXlo6Pc6M0SBTCXYN
Feeling Like The End,Joji,https://open.spotify.com/track/1abwytAhbWeHrbsA9eODOy
YUKON (INTERLUDE),Joji,https://open.spotify.com/track/5IPl8JpkbtSH1mdyq5ctSx
CASUALIDAD,Mora,https://open.spotify.com/track/3yIyUQXF050PehHtbkgaDu
In My Head,Juice WRLD,https://open.spotify.com/track/2RJAKIw6nIkgZVsAIKhmqz
TU SABES DONDE VIVO,Mora,https://open.spotify.com/track/5RgSwK9Y13567fta5goKTz
Miss You,southstar,https://open.spotify.com/track/4tRhRLBxIZ34Iw0eCuiC03
Zukunft Pink (feat. Inéz),"Peter Fox, Inéz",https://open.spotify.com/track/4YxZQd3I4rj1nqkXgvpCk4
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi
Typa Girl,BLACKPINK,https://open.spotify.com/track/0L8LOav65XwLjCLS11gNPD
Not Finished,Lil Baby,https://open.spotify.com/track/2A0G0bPmlkUXUbvWqrAXzg
THE SHADE,Rex Orange County,https://open.spotify.com/track/1gH1h30wkQdd9zhY3j7a8T
Last Last,Burna Boy,https://open.spotify.com/track/5YbPxJwPfrj7uswNwoF1pJ
Un Ratito,Bad Bunny,https://open.spotify.com/track/5CzixCxDkRXX9mScCmah8O
From Now On (feat. Future),"Lil Baby, Future",https://open.spotify.com/track/2wdgjxZPgtrPd8OUqMSuYh
Stand On It,Lil Baby,https://open.spotify.com/track/26Hgx0810XUis01XWvoftB
Butter,BTS,https://open.spotify.com/track/6jjYDGxVJsWS0a5wlVF5vS
Dos Mil 16,Bad Bunny,https://open.spotify.com/track/4d4ZXH4dr5bYfgErHiZCX2
Loser,Charlie Puth,https://open.spotify.com/track/1BCXUbnU0486n4eeTyyVIj
"Manike (From ""Thank God"")","Yohani, Jubin utiyal, Tanishk Bagchi, Rashmi Virag, Surya Ragunaathan",https://open.spotify.com/track/0zlGnseLGzRIBA0TJcb3Bo
Me and Your Mama,Childish Gambino,https://open.spotify.com/track/31tf1qEai5o5f4r66Kd0pU
Yeah Yeah Yeah,BLACKPINK,https://open.spotify.com/track/5y4WmuvFX1t3NdSId0MFOh
Words (feat. Zara Larsson),"Alesso, Zara Larsson",https://open.spotify.com/track/1bgKMxPQU7JIZEhNsM1vFs
STAYING ALIVE (feat. Drake & Lil Baby),"DJ Khaled, Drake, Lil Baby",https://open.spotify.com/track/7Ddk8FhoYKdsVoX9AOCPMm
Envolver,Anitta,https://open.spotify.com/track/3FkeNbs9Zeiqkr3WkbOiGp
Si Te La Encuentras Por Ahí,Feid,https://open.spotify.com/track/2vsoD8S1OyrWSVIA43hjaU
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",https://open.spotify.com/track/4hceSKjrkDTO0nMKFcb3sj
Ferxxo 100,Feid,https://open.spotify.com/track/1sbNEFiURUYfy024cJX8JG
abcdefu,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
AMAZING,Rex Orange County,https://open.spotify.com/track/3OM6qQmdFV6uy61GIqpRtf
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
Me Fui de Vacaciones,Bad Bunny,https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T
Beautiful Love - Free Fire,Justin Bieber,https://open.spotify.com/track/3e10Ct9oFcIdgFjkDUBV2k
Taxi,"Bonez MC, RAF Camora, Gzuz",https://open.spotify.com/track/1dLYHdJhQ0LlZyyJmn3FLu
Wildberry Lillet,Nina Chuba,https://open.spotify.com/track/6yeZM8gyykjaf8w0GqRfK4
ULTRA SOLO,"Polimá Westcoast, Pailita",https://open.spotify.com/track/0OTNHGKcqQbk51bOYe462Y
PARTY (feat. Quavo & Takeoff),"DJ Khaled, Quavo, Takeoff",https://open.spotify.com/track/3kT6P4hFj0IVr45TjKOLRp
Infinity,Jaymes Young,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
Mon Amour - Remix,"zzoilo, Aitana",https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
MORE,j-hope,https://open.spotify.com/track/7GARzfC1mwhDuk4t9WOACq
Todo De Ti,Rauw Alejandro,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
Never Sleep (with Lil Baby feat. Travis Scott),"V, Lil Baby, Travis Scott",https://open.spotify.com/track/3GdWfmQBiiJrDUvSZS1bGv
Need To Know,Doja Cat,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
SUMMER REISSANCE,Beyoncé,https://open.spotify.com/track/3HyR1j49TY5ACP2lseF1jx
Agosto,Bad Bunny,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8
Arson,j-hope,https://open.spotify.com/track/2QWEMqQMJR1KDf6hDjJOs6
Sommer,"Bonez MC, RAF Camora",https://open.spotify.com/track/5pUhMwmYr4gf6Lt3U5qsHz
Sticky,Drake,https://open.spotify.com/track/4rmVZajAF7PkrCagGPHbqa
PURE/HONEY,Beyoncé,https://open.spotify.com/track/4DByEumlGTZKSzuVEZ35eo
ALL UP IN YOUR MIND,Beyoncé,https://open.spotify.com/track/3k4CoiIQXiNBrwrmbBMDxj
AMERICA HAS A PROBLEM,Beyoncé,https://open.spotify.com/track/2XMAWynSTIst5KmLSv0Npf
Pass The Dutchie,Musical Youth,https://open.spotify.com/track/1BkY0N8ChFk2mdLbAUu8ZK
Daylight,Harry Styles,https://open.spotify.com/track/51Zw1cKDgkad0CXv23HCMU
Letztes Mal,"Bonez MC, RAF Camora",https://open.spotify.com/track/7k6aVgrtJqNTMVqk5yMWKD
Pandora's Box,j-hope,https://open.spotify.com/track/2On611HXKQAbaYkuc4NQAm
N95,Kendrick Lamar,https://open.spotify.com/track/0fX4oNGBWO3dSGUZcVdVV2
ADDICTIONS (FEAT. Tre' Amani),"Brent Faiyaz, Tre' Amani",https://open.spotify.com/track/01VzuxoBYMAJLObfU0w6dI
For My Hand (feat. Ed Sheeran),"Bur Boy, Ed Sheeran",https://open.spotify.com/track/0HaRLPnr887lcQM2YQzkff
FYTB (FEAT. JOONY),"Brent Faiyaz, Joony",https://open.spotify.com/track/48oQGynnS8RLiYRFsJ6pDL
Cash In Cash Out,"Pharrell Williams, 21 Savage, Tyler, The Creator",https://open.spotify.com/track/3S68RFe1lsdCdTMPIMJM3X
You Right,"Doja Cat, The Weeknd",https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
Texts Go Green,Drake,https://open.spotify.com/track/7a5fliY9SsZENrQWQBZron
For Youth,BTS,https://open.spotify.com/track/4JzCFEc3O2UEdjKzevvFH5
Psychic,"Chris Brown, Jack Harlow",https://open.spotify.com/track/64pUytZWfCpeeMBN0XAadF
Currents,Drake,https://open.spotify.com/track/7IaeavdRzXYQWfu2Wt5GlU
Tie That Binds,Drake,https://open.spotify.com/track/5KW4KhJIAbVVSH6pJ4GPkb
EU VOU COM CARINHO ELA QUER COM FORÇA,"Mc Don Juan, MC G15, Mc Davi",https://open.spotify.com/track/7qD2vjd3btuOgwpQPEY7ci
Wrapped Around Your Finger,Post Malone,https://open.spotify.com/track/6Kfoo60npYPdvNxMPMiDpX
Dua Lipa,Jack Harlow,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4
FEARLESS,LE SSERAFIM,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
DANÇARI,"PEDRO SAMPAIO, Mc Pedrinho",https://open.spotify.com/track/5zNxUkUW9WiV5oyg6gh2wB
Beautiful Girl,Luciano,https://open.spotify.com/track/2XRn6Qu0Wd1KvOND8JbaTx
Rich Spirit,Kendrick Lamar,https://open.spotify.com/track/6kYGOFNUMxpab09L5Ukoke
"jealousy, jealousy",Olivia Rodrigo,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
ZOOM,Jessi,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
Silent Hill,"Kendrick Lamar, Kodak Black",https://open.spotify.com/track/3tYTyAt1q6BFBiGyYVOLhi
don't come back,Tate McRae,https://open.spotify.com/track/3RhyHYnYxuGnP8njFlNxHq
Count Me Out,Kendrick Lamar,https://open.spotify.com/track/7pj6P5WnxkZsw3XRc8eMe1
Stefania (Kalush Orchestra),"KALUSH, Kalush Orchestra",https://open.spotify.com/track/2vHzOWRKYPLu8umRPIFuOq
In My Head,Lil Tjay,https://open.spotify.com/track/1HvTxgCj0mTzQlEo0zLvFb
Lost,Frank Ocean,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723
Mirror,Kendrick Lamar,https://open.spotify.com/track/5LOiuvbH62YGtnwe6Ltt4T
HUMBLE.,Kendrick Lamar,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
Give That Wolf A Ba,Subwoolfer,https://open.spotify.com/track/50Cf2eYv8zT3v2HAkwhIiL
