Title,Artists,Danceability,Energy,Loudness_fixed,Speechiness,Acousticness,Instrumentalness,Valence,Song URL,Cluster
Affalterbach,Shindy,0.818,0.633,-4.894,0.332,0.014,0.0,0.791,https://open.spotify.com/track/08Fvx5MZ9RAvSbXOR1jbxy,1
Big Pac,Ninho,0.771,0.717,-6.054,0.196,0.487,0.0,0.577,https://open.spotify.com/track/5C6WBcv7ILoSpREAZsnArO,0
Jeune Lossa,Ninho,0.746,0.566,-9.455,0.067,0.67,0.0,0.485,https://open.spotify.com/track/1AaJX4YEeklJyRYisD10JT,3
Jusqu'à minuit (feat. JuL),Ninho,0.772,0.643,-6.367,0.159,0.425,0.0,0.609,https://open.spotify.com/track/4DwppHaJ76CJ0GYOFwrQoJ,3
La vivance (feat. Koba LaD),Ninho,0.741,0.81,-3.929,0.078,0.222,0.0,0.604,https://open.spotify.com/track/4waeGjPW1ovLjhbScVibAH,0
Paris c'est magique,Ninho,0.701,0.731,-5.721,0.277,0.645,0.0,0.433,https://open.spotify.com/track/5gNZjp6r2TfC3uh9iopWxt,1
Sans peine,Ninho,0.789,0.657,-5.941,0.278,0.043,0.0,0.555,https://open.spotify.com/track/4smLSyGtyNJLPb9J1Iuwsb,1
To My Grave,V,0.801,0.636,-5.444,0.045,0.014,0.0,0.21,https://open.spotify.com/track/3iKALqmeWDBWRlQU8z03kA,3
Pure Cocaine,Lil Baby,0.964,0.487,-6.071,0.421,0.001,0.0,0.107,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v,1
Solo de Mi,Bad Bunny,0.743,0.73,-4.314,0.125,0.287,0.0,0.15,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,4
Almost (Sweet Music),Hozier,0.523,0.687,-5.601,0.105,0.022,0.0,0.711,https://open.spotify.com/track/7uttm8Iurm5uK67Vr9G2Sp,0
Maze,Juice WRLD,0.674,0.726,-3.813,0.141,0.126,0.0,0.443,https://open.spotify.com/track/4mUIe9gfsdtsVP2zFIl74x,4
fake smile,Ariana Grande,0.45,0.619,-7.412,0.372,0.329,0.0,0.427,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ,1
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",0.669,0.574,-6.442,0.029,0.018,0.003,0.273,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,3
Jay Jay,MERO,0.712,0.619,-8.287,0.269,0.594,0.0,0.579,https://open.spotify.com/track/3YxCKq3YPnTekAofhaHABZ,1
Power Over Me,Dermot Kennedy,0.42,0.843,-4.231,0.121,0.052,0.0,0.491,https://open.spotify.com/track/0OGNtqKkjI7FCE9HZ4Khgo,4
BEBE,"6ix9ine, Anuel AA",0.635,0.902,-3.559,0.109,0.172,0.0,0.286,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,4
Caro,Bad Bunny,0.651,0.575,-7.739,0.299,0.627,0.0,0.248,https://open.spotify.com/track/6it15CsDlkqB7N4lF0C1qM,1
Noticed,Lil Mosey,0.699,0.558,-7.622,0.06,0.462,0.0,0.493,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP,3
"Thotia (feat. Cardi B, YG) [Remix]",Blueface,0.911,0.721,-4.833,0.28,0.036,0.0,0.69,https://open.spotify.com/track/1JkrD47SDpAbyvqKtolcea,1
Mademoiselle,Sfera Ebbasta,0.794,0.702,-5.656,0.035,0.067,0.0,0.535,https://open.spotify.com/track/2aPnpV1hT7l3eP10uSGK6c,0
MALA,"6ix9ine, Anuel AA",0.72,0.825,-3.627,0.042,0.689,0.0,0.789,https://open.spotify.com/track/4epHhc2lvhFYzMlKA23O3G,0
Ni Gucci Ni Prada,Kenny Man,0.799,0.676,-5.644,0.169,0.41,0.001,0.91,https://open.spotify.com/track/32lexhcz93AinKK0qLTZaZ,0
Thunderclouds,"Sia, Diplo, Labrinth, LSD",0.691,0.716,-5.985,0.035,0.009,0.0,0.507,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP,0
Ya No Tiene Novio,"Sebastian Yatra, Mau y Ricky",0.632,0.832,-1.948,0.154,0.048,0.0,0.784,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,0
Better When You're Gone,"David Guetta, Brooks, Loote",0.647,0.795,-3.548,0.037,0.064,0.0,0.409,https://open.spotify.com/track/4Tvw0lweq9l2JPQKFbpbBQ,4
Electricity (with Dua Lipa),"Silk City, Diplo, Mark Ronson",0.588,0.67,-6.439,0.047,0.01,0.0,0.505,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,4
Hops,MERO,0.854,0.623,-8.854,0.075,0.177,0.0,0.468,https://open.spotify.com/track/4fgV3PU9JBlpJu0w4Yhr76,3
Tic Toc (with Tory Lanez),Rich The Kid,0.78,0.643,-4.154,0.121,0.038,0.0,0.211,https://open.spotify.com/track/7cWmR9RLLMY6bj28q4bhvz,3
Träume werden wahr,"MERO, BRADO",0.84,0.764,-6.344,0.191,0.335,0.0,0.485,https://open.spotify.com/track/2GxHx0bbc0BK7Z0ChMJUtO,3
Wie Buffon,MERO,0.758,0.707,-9.751,0.193,0.154,0.0,0.78,https://open.spotify.com/track/09Yoq7UUSqh9aJSBoRMDfA,0
Think About You,"Kygo, Valerie Broussard",0.673,0.596,-7.891,0.035,0.166,0.0,0.19,https://open.spotify.com/track/3Kuu5vASpXK8oRsxOvau6P,3
Legacy (feat. Travis Scott & 21 Savage),Offset,0.844,0.513,-8.769,0.335,0.178,0.0,0.344,https://open.spotify.com/track/7pMRoGLEJuFM2wl5pt0R99,1
Look Alive (feat. Drake),BlocBoy JB,0.922,0.581,-7.495,0.27,0.001,0.0,0.595,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,1
No Stylist (feat. Drake),French Montana,0.765,0.704,-4.589,0.127,0.022,0.0,0.498,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,0
Flaws And Sins,Juice WRLD,0.709,0.662,-0.00455,0.077,0.01,0.0,0.439,https://open.spotify.com/track/2BSbCCbaSCzkOEZa6N5901,0
HeMotions,Juice WRLD,0.561,0.76,-7.194,0.264,0.667,0.0,0.317,https://open.spotify.com/track/6phY2gnvf9WwCiXlLMQOY3,1
I Love It (& Lil Pump),Kanye West,0.901,0.522,-8.304,0.33,0.011,0.0,0.329,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,1
KIKA,"6ix9ine, Tory Lanez",0.745,0.715,-3.368,0.245,0.128,0.0,0.342,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,1
CROWN,TOMORROW X TOGETHER,0.622,0.8,-5.819,0.043,0.051,0.0,0.58,https://open.spotify.com/track/32h6yQGn4oAhZ0HRsTMX26,0
Ring Ring (with Rvssian feat. Clever),Juice WRLD,0.581,0.673,-4.421,0.055,0.077,0.0,0.621,https://open.spotify.com/track/4zxpssj8DyrfZcEUSUiNxG,0
Killer Queen - Remastered 2011,Queen,0.535,0.651,-6.326,0.054,0.391,0.0,0.612,https://open.spotify.com/track/4cIPLtg1avt2Jm3ne9S1zy,4
Big,Juice WRLD,0.768,0.641,-6.197,0.114,0.063,0.0,0.231,https://open.spotify.com/track/4rWC4tiO4NCwRHdh6vyu6b,3
Who Shot Cupid?,Juice WRLD,0.758,0.932,-2.809,0.037,0.056,0.0,0.592,https://open.spotify.com/track/06LFFPPS7MylCZXps3cO4m,0
10 Feet,Juice WRLD,0.678,0.681,-7.698,0.183,0.466,0.001,0.525,https://open.spotify.com/track/4Z9cAwlkruSbWblPBthygg,3
Demonz (feat. Brent Faiyaz) - Interlude,Juice WRLD,0.502,0.309,-11.389,0.06,0.268,0.279,0.18,https://open.spotify.com/track/5ZOEulH7fvK4ZkMLTOyKL0,2
Desire,Juice WRLD,0.597,0.767,-4.713,0.048,0.106,0.0,0.205,https://open.spotify.com/track/15LOSQ3z91ZB2wMiMhiCjZ,4
Lo/Hi,The Black Keys,0.606,0.679,-7.445,0.032,0.015,0.0,0.705,https://open.spotify.com/track/6XRgC4KAp4upKu0v7H4tQo,0
ON GOD (feat. Young Thug),Juice WRLD,0.797,0.722,-0.00623,0.06,0.093,0.0,0.338,https://open.spotify.com/track/572BChNcXOIvtfn2TGmTKc,0
Out My Way,Juice WRLD,0.664,0.832,-3.166,0.34,0.107,0.0,0.498,https://open.spotify.com/track/0baYVkFX4vIXXmIuHRWXDN,1
Syphilis,Juice WRLD,0.782,0.659,-3.103,0.248,0.07,0.0,0.336,https://open.spotify.com/track/4dOmgE4ULbySxpeGObN8RL,1
The Bees Knees,Juice WRLD,0.427,0.724,-4.751,0.084,0.125,0.0,0.289,https://open.spotify.com/track/6LkawpJyy0TZJ6Z41gMVyy,4
Two of Us,Louis Tomlinson,0.614,0.605,-5.411,0.032,0.226,0.0,0.329,https://open.spotify.com/track/3fd5jcZKAzoiivM4ZDwhyU,4
Asesina - Remix,"Brytiago, Daddy Yankee, Ozuna, Darell, Anuel AA",0.825,0.69,-4.252,0.226,0.589,0.0,0.516,https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX,1
Forever Alone,Paulo Londra,0.864,0.426,-8.392,0.056,0.498,0.0,0.477,https://open.spotify.com/track/5NPzbTzFxIQPaheZuPhn4f,3
ghostin,Ariana Grande,0.396,0.358,-8.294,0.029,0.422,0.0,0.111,https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB,2
Bad Girls (feat. Gucci Mane),Lil Skies,0.771,0.761,-4.727,0.047,0.208,0.0,0.277,https://open.spotify.com/track/0hCHNYL8ApQCGNwJrYN1FY,3
Lucky You (feat. Joyner Lucas),Eminem,0.876,0.786,-4.884,0.306,0.063,0.0,0.575,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,1
Rule The World (feat. Ariana Grande),2 Chainz,0.592,0.584,-6.232,0.089,0.158,0.0,0.447,https://open.spotify.com/track/1R6VwZ8TuHRzxZUxe88n4I,4
Whip (feat. Travis Scott),2 Chainz,0.793,0.399,-7.428,0.095,0.12,0.0,0.038,https://open.spotify.com/track/6Z4rmc0uujCpl8yXe3yjgI,3
Almeda,Solange,0.827,0.553,-5.296,0.032,0.023,0.0,0.063,https://open.spotify.com/track/6IAgarq2wDeYzpsY2Kx0Hw,3
Bones (feat. OneRepublic),Galantis,0.658,0.804,-5.735,0.038,0.005,0.0,0.508,https://open.spotify.com/track/1pfgsjmxVZhoZpeDx6POKv,4
in my head,Ariana Grande,0.662,0.6,-6.402,0.07,0.173,0.0,0.331,https://open.spotify.com/track/4T652DlATVHe0jdLKaN3Bw,3
Agora é Tudo Meu,"DENNIS, MC Kevinho",0.848,0.933,-3.306,0.106,0.7,0.0,0.506,https://open.spotify.com/track/5yH8pYxNckOU1cxfPsMIaz,0
Cuando Te Besé,"Becky G, Paulo Londra",0.772,0.732,-3.713,0.213,0.307,0.0,0.295,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,3
Culpables,"KAROL G, Anuel AA",0.728,0.801,-2.942,0.068,0.279,0.0,0.416,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,0
Hoje Eu Vou Parar  Gaiola,"Mc Livinho, Renn da Penha",0.65,0.361,-7.153,0.404,0.033,0.0,0.844,https://open.spotify.com/track/0IQCOAw9ZAI6WnXIrl481F,1
Silence,"Marshmello, Khalid",0.52,0.761,-3.093,0.085,0.256,0.0,0.286,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,4
Terremoto,"Anitta, MC Kevinho",0.891,0.805,-5.836,0.09,0.329,0.0,0.967,https://open.spotify.com/track/7G2XZhDNHo7SSDWSVxC0UT,0
Vamos pra Gaiola,"MC Kevin o Chris, FP do Trem Bala",0.872,0.971,-5.576,0.281,0.917,0.001,0.521,https://open.spotify.com/track/7FiIQXpIeLo3ITfGGpb8PB,1
Atrasadinha - Ao Vivo,"Felipe Araújo, Ferrugem",0.676,0.844,-3.396,0.109,0.498,0.0,0.716,https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb,0
Dile la Verdad,"The Rudeboyz, Jowell & Randy, Manuel Turizo",0.886,0.701,-3.504,0.141,0.292,0.0,0.823,https://open.spotify.com/track/6qP73DRFGojLuIk1siIhNE,0
Momma I Hit A Lick (feat. Kendrick Lamar),2 Chainz,0.796,0.467,-6.293,0.34,0.202,0.0,0.4,https://open.spotify.com/track/7jKUnzzOGhAlPjr7LkIUlE,1
Be Like Me (feat. Lil Wayne),Lil Pump,0.948,0.396,-0.00808,0.173,0.003,0.0,0.593,https://open.spotify.com/track/6flur5o18COKeafnjLHRiJ,3
Burnin' Up,Jonas Brothers,0.665,0.948,-3.387,0.088,0.026,0.0,0.841,https://open.spotify.com/track/68r3esIMdWpIeZqWZQDnfY,0
Flux,Ellie Goulding,0.518,0.465,-5.903,0.027,0.834,0.0,0.302,https://open.spotify.com/track/4zb3kFL9fXrrfTwIY4CcDy,2
Nowadays Pt. 2 (feat. Landon Cube),Lil Skies,0.687,0.829,-3.607,0.03,0.084,0.0,0.349,https://open.spotify.com/track/0Goo25lbtpwor5vb0K2r21,4
Stay Flo,Solange,0.823,0.558,-7.119,0.028,0.397,0.0,0.674,https://open.spotify.com/track/6GCIYIWUBSLontW6divqsw,3
"Swan Song - From the Motion Picture ""Alita: Battle Angel""",Dua Lipa,0.588,0.821,-0.00654,0.216,0.006,0.0,0.509,https://open.spotify.com/track/5600nq7TiBraBX2jobyJ3l,0
God is a woman,Ariana Grande,0.602,0.658,-5.934,0.056,0.023,0.0,0.268,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,4
I'll Never Love Again - Film Version - Radio Edit,"Lady Gaga, Bradley Cooper",0.45,0.335,-7.464,0.03,0.785,0.0,0.25,https://open.spotify.com/track/3DKpA54hrFIdPN6AtL9HXa,2
make up,Ariana Grande,0.671,0.714,-5.373,0.21,0.084,0.0,0.477,https://open.spotify.com/track/27356GVuMPFWiJSZCragoM,1
Never Go Back,Dennis Lloyd,0.421,0.653,-0.00485,0.398,0.014,0.0,0.733,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR,1
I'm a Mess,Bebe Rexha,0.63,0.694,-6.257,0.025,0.003,0.0,0.216,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,4
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,0.67,0.743,-4.993,0.039,0.237,0.0,0.571,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,0
Speed It Up,Gun,0.912,0.587,-7.395,0.058,0.039,0.01,0.435,https://open.spotify.com/track/6PfI6EeLNiNGVAVg11nv7D,3
Capital Bra je m'appelle,Capital Bra,0.626,0.768,-4.653,0.166,0.159,0.0,0.753,https://open.spotify.com/track/6VMAFT0zfide2Jg8MVZAPz,0
DNA,"KC Rebell, Summer Cem, Capital Bra",0.828,0.686,-5.242,0.264,0.052,0.0,0.544,https://open.spotify.com/track/4BD9yUEFI07WaDJ381DDMq,1
Hope,"The Chainsmokers, Winona Oak",0.773,0.699,-5.982,0.096,0.488,0.0,0.513,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,3
How Did I Get Here (feat. J. Cole),Offset,0.883,0.544,-0.00792,0.233,0.507,0.0,0.114,https://open.spotify.com/track/32iPykTXUNZ9oGyACGUybq,3
Lick,Offset,0.959,0.539,-6.611,0.096,0.172,0.0,0.657,https://open.spotify.com/track/4W9XGjEUVG9junR70FOLii,3
Outstanding,Gun,0.829,0.73,-4.554,0.241,0.309,0.0,0.324,https://open.spotify.com/track/76PwajqH3ej4hnk9tgaJpp,1
Alone,Marshmello,0.636,0.953,-0.00374,0.035,0.024,0.016,0.397,https://open.spotify.com/track/12mGwph2YzDIlChtq3EdXP,4
breathin,Ariana Grande,0.568,0.656,-5.413,0.043,0.021,0.0,0.364,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,4
Everyday,"Logic, Marshmello",0.667,0.741,-4.099,0.038,0.043,0.0,0.422,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk,4
I Guess I Just Feel Like,John Mayer,0.546,0.477,-9.051,0.027,0.559,0.061,0.16,https://open.spotify.com/track/1HNywa8Bk0TmzRwQrzhtPo,2
Ferrari,"Eno, MERO",0.73,0.725,-4.889,0.318,0.387,0.0,0.625,https://open.spotify.com/track/4AgK0CwpwcekXVdAoYB2VO,1
Gib Ihm,Shirin David,0.928,0.402,-10.641,0.32,0.217,0.0,0.578,https://open.spotify.com/track/5iIgIxtMNeogKaFUfvuAbs,1
Jackie Chan,"Tiësto, Dzeko, Preme, Post Malone",0.747,0.834,-2.867,0.045,0.374,0.0,0.687,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,0
Wild Wild West (feat. Gun),Offset,0.902,0.621,-5.315,0.199,0.084,0.0,0.497,https://open.spotify.com/track/0SQ8yalm13UIJuebuZkQlH,3
Butterfly Doors,Lil Pump,0.925,0.397,-11.265,0.169,0.089,0.0,0.429,https://open.spotify.com/track/5X4c1AVbFfl8u36AE5QLCI,3
Drop Out,Lil Pump,0.95,0.573,-0.00631,0.138,0.003,0.0,0.549,https://open.spotify.com/track/1O01cSag3DaCGneWQgPBL4,0
Father Of 4 (feat. Big Rube),Offset,0.736,0.515,-7.739,0.163,0.384,0.0,0.421,https://open.spotify.com/track/57QievAWQ13DWl20Obiz8E,3
Fragen,"Azet, Zu",0.839,0.733,-0.00526,0.273,0.488,0.0,0.409,https://open.spotify.com/track/26pr9oLIVAc1L62F2exIRT,1
Lost in the Fire,"Gesaffelstein, The Weeknd",0.663,0.675,-12.159,0.036,0.086,0.001,0.176,https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG,3
One Call,Gun,0.861,0.481,-7.309,0.343,0.125,0.0,0.188,https://open.spotify.com/track/3pq5dd3Hwg2uJ3d63v9YRx,1
Peer Pressure (feat. Julia Michaels),James Bay,0.631,0.715,-6.083,0.028,0.03,0.0,0.42,https://open.spotify.com/track/4JWQC6gyYoPRnxRxk0ta2M,4
Racks on Racks,Lil Pump,0.822,0.484,-7.166,0.087,0.031,0.0,0.093,https://open.spotify.com/track/56lQI55srtE2glxdPffDLT,3
Tats On My Face,Offset,0.88,0.335,-8.742,0.297,0.226,0.0,0.213,https://open.spotify.com/track/4TzXqUIcdpAmre24puQ6Uu,1
Wit It,Gun,0.868,0.657,-5.318,0.075,0.197,0.0,0.508,https://open.spotify.com/track/1unFtbwcAnSGgYPmp52vc0,3
Nice For What,Drake,0.585,0.909,-6.474,0.071,0.089,0.0,0.758,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,0
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,0.854,0.569,-8.151,0.106,0.061,0.082,0.294,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,3
So Close,"NOTD, Felix Jaehn, Captain Cuts, Georgia Ku",0.7,0.872,-5.896,0.067,0.121,0.0,0.761,https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK,0
Woman Like Me (feat. Nicki Minaj),Little Mix,0.754,0.854,-3.449,0.061,0.177,0.0,0.8,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED,0
whoa (mind in awe),XXXTENTACION,0.735,0.525,-2.939,0.044,0.653,0.918,0.369,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,2
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep,0.741,0.845,-3.568,0.038,0.15,0.0,0.926,https://open.spotify.com/track/2v5JTeM6hSmi5wWy7jiwrI,0
Undecided,Chris Brown,0.441,0.527,-5.318,0.097,0.172,0.0,0.589,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx,4
BAD!,XXXTENTACION,0.78,0.492,-0.0034,0.067,0.064,0.031,0.374,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,3
I Tuoi Particolari,Ultimo,0.659,0.588,-5.682,0.063,0.632,0.0,0.297,https://open.spotify.com/track/524euygKKFWurhvIdSrkg6,3
Dumb Blonde (feat. Nicki Minaj),Avril Lavigne,0.727,0.852,-4.682,0.08,0.166,0.0,0.922,https://open.spotify.com/track/1Spmq0UazGU6ovMIlGldZX,0
Puntos Suspensivos,Piso 21,0.823,0.731,-3.399,0.103,0.175,0.0,0.952,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv,0
Prinzessa,Capital Bra,0.732,0.583,-6.766,0.125,0.519,0.0,0.277,https://open.spotify.com/track/7r55d7IhAj5UGKiYbXBwRP,3
Every Breath You Take - Remastered 2003,The Police,0.82,0.452,-9.796,0.035,0.543,0.003,0.74,https://open.spotify.com/track/5C0LFQARavkPpn7JgA4sLk,3
"Fire On Fire - From ""Watership Down""",Sam Smith,0.584,0.407,-7.356,0.046,0.476,0.0,0.341,https://open.spotify.com/track/5rFj8OzffT0iggSjcBaeND,2
First Off (feat. Travis Scott),Future,0.734,0.683,-6.105,0.078,0.013,0.0,0.445,https://open.spotify.com/track/3WRIaWsws011vHMd9uzPjG,3
Halo,Beyoncé,0.422,0.712,-5.907,0.1,0.273,0.0,0.471,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr,4
If I Ain't Got You,Alicia Keys,0.609,0.444,-9.129,0.106,0.603,0.0,0.166,https://open.spotify.com/track/3XVBdLihbNbxUwZosxcGuJ,2
Lie To Me (feat. Julia Michaels),5 Seconds of Summer,0.611,0.52,-5.445,0.035,0.013,0.0,0.771,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3,0
Love Lies (with Normani),Khalid,0.708,0.648,-5.626,0.045,0.096,0.0,0.338,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,3
She Will Be Loved - Radio Mix,Maroon 5,0.651,0.663,-5.569,0.028,0.228,0.0,0.465,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16,4
7 Minutes,Dean Lewis,0.613,0.739,-6.478,0.031,0.526,0.0,0.712,https://open.spotify.com/track/2BkyYZmU4JuWW2sYi9EzpC,0
Anxiety (with Selena Gomez),Julia Michaels,0.803,0.384,-6.522,0.179,0.573,0.0,0.503,https://open.spotify.com/track/1XJ93XskwJf7PCyIVLbNBt,3
Crushed Up,Future,0.781,0.597,-6.794,0.23,0.042,0.0,0.544,https://open.spotify.com/track/7wcyO1rrH3Ru4t659IjG41,1
La ragazza con il cuore di latta,Irama,0.612,0.687,-7.093,0.182,0.279,0.0,0.305,https://open.spotify.com/track/0NmyHZZMfVBiUSOfDmz9Bf,4
Mine,Bazzi,0.71,0.789,-3.874,0.072,0.016,0.0,0.717,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR,0
All The Stars (with SZA),Kendrick Lamar,0.698,0.633,-4.946,0.06,0.061,0.0,0.552,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,0
One Last Time,Ariana Grande,0.631,0.601,-0.00498,0.032,0.095,0.0,0.104,https://open.spotify.com/track/1CAksvEO6oRHd9bBKWAfuY,4
Amigos Con Derechos,"Reik, Maluma",0.686,0.807,-3.324,0.061,0.048,0.0,0.63,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA,0
Into You,Ariana Grande,0.623,0.734,-0.00595,0.107,0.016,0.0,0.372,https://open.spotify.com/track/76FZM38RC8XaAjJ77CVTNe,4
Bebi Liguei - Ao Vivo,Marília Mendonça,0.603,0.804,-4.253,0.198,0.362,0.0,0.682,https://open.spotify.com/track/1T7aSWZQIorPMzRT8jTMXc,0
Hallo Hallo,"Azet, Zu",0.784,0.654,-6.674,0.283,0.233,0.0,0.661,https://open.spotify.com/track/3aYAAXlB1yvUs5MJ0FI3bh,1
Side To Side,"Ariana Grande, Nicki Minaj",0.65,0.736,-0.00584,0.229,0.051,0.0,0.612,https://open.spotify.com/track/44ONERBHALxftQNWq6dmyd,0
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,0.654,0.798,-4.084,0.045,0.188,0.0,0.574,https://open.spotify.com/track/20ZP3Om9DvDazXrNUC7WM2,0
monster,21 Savage,0.89,0.607,-6.916,0.124,0.158,0.0,0.224,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU,3
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,0.808,0.617,-0.00932,0.442,0.113,0.0,0.632,https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9,1
What Lovers Do,"Maroon 5, SZA",0.799,0.597,-5.131,0.061,0.079,0.0,0.419,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g,3
Sauce!,XXXTENTACION,0.68,0.313,-13.672,0.035,0.582,0.0,0.405,https://open.spotify.com/track/3jq1RpStaB1YGyN3rRZGca,2
Girls Have Fun (feat. G-Eazy & Rich The Kid),Tyga,0.888,0.74,-5.363,0.238,0.006,0.0,0.664,https://open.spotify.com/track/1NHlyKgtR4roNylOhidKSv,0
ROMEO & JULIET,"Loreda, Mozzik",0.644,0.68,-3.863,0.24,0.172,0.0,0.683,https://open.spotify.com/track/3uB8KqnEoQq5bTQ1JFHJ7Y,0
Jenifer,Gabriel Diniz,0.768,0.934,-2.533,0.045,0.22,0.0,0.916,https://open.spotify.com/track/7wMAgaPiKzTNxpDWu2BPfk,0
SOLO,JENNIE,0.751,0.642,-5.165,0.087,0.086,0.0,0.388,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,3
Hobby Hobby,MERO,0.737,0.75,-6.464,0.298,0.379,0.0,0.857,https://open.spotify.com/track/260R90ctQ1SiPax90PuEsT,1
Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,0.398,0.838,-4.734,0.13,0.778,0.0,0.206,https://open.spotify.com/track/2qkNnJvQvhLiZ63X1L3eFz,4
PPP,Kevin Roldan,0.786,0.65,-6.839,0.109,0.363,0.0,0.712,https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS,0
Sin Pijama,"Becky G, Natti Natasha",0.791,0.745,-3.695,0.046,0.354,0.0,0.82,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww,0
7 rings (feat. 2 Chainz) - Remix,Ariana Grande,0.78,0.341,-10.162,0.465,0.517,0.0,0.342,https://open.spotify.com/track/6AyI8UGx8Y4peb7pLOy2pf,1
Derdim Olsun,Reynmen,0.629,0.581,-7.541,0.058,0.548,0.0,0.388,https://open.spotify.com/track/0m0Ew7RcwZaBS8psxgE00P,3
Calling My Spirit,Kodak Black,0.91,0.366,-9.954,0.094,0.1,0.0,0.74,https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5,3
Happy Now,"Zedd, Elley Duhé",0.503,0.741,-5.128,0.047,0.579,0.0,0.458,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa,4
Look At Me!,XXXTENTACION,0.763,0.726,-6.405,0.282,0.259,0.0,0.349,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,1
Ibiza,"Ozuna, Romeo Santos",0.69,0.71,-5.144,0.335,0.25,0.0,0.726,https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp,1
No Es Justo,"J Balvin, Zion & Lennox",0.684,0.811,-4.494,0.071,0.161,0.0,0.721,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7,0
Quem Me Dera,"Márcia Fellipe, Jerry Smith",0.815,0.723,-3.611,0.057,0.115,0.0,0.896,https://open.spotify.com/track/2lAyctg5FocS67eksHoyIg,0
Harmony Hall,Vampire Weekend,0.653,0.76,-6.086,0.048,0.475,0.0,0.6,https://open.spotify.com/track/5kXDF4OmM5COyeo6z97nEk,0
mother tongue,Bring Me The Horizon,0.598,0.872,-4.567,0.033,0.02,0.0,0.609,https://open.spotify.com/track/5IwUFTiNkarb5HEtNRtRtc,0
