Title,Artists,Danceability,Energy,Loudness_fixed,Speechiness,Acousticness,Instrumentalness,Valence,Song URL,Cluster
Orbit,Shirin David,0.859,0.549,-0.00885,0.291,0.471,0.0,0.437,https://open.spotify.com/track/0dUjcVPXy2Npz7RAmylgOS,1
10 Freaky Girls (with 21 Savage),Metro Boomin,0.81,0.353,-9.931,0.31,0.588,0.0,0.073,https://open.spotify.com/track/0AluA5RNsa4Cx6XRhf2hWZ,1
Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,0.81,0.55,-0.00746,0.17,0.011,0.0,0.183,https://open.spotify.com/track/3L19besdNQzd342qL78xqm,3
"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,0.766,0.881,-5.158,0.137,0.017,0.0,0.674,https://open.spotify.com/track/4Uy3kNxW2kB8AEoXljEcth,0
"Never Recover (Lil Baby & Gun, Drake)",Lil Baby,0.753,0.686,-5.415,0.284,0.068,0.0,0.886,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ,0
Project Dreams,"Marshmello, Roddy Ricch",0.777,0.831,-2.129,0.177,0.42,0.0,0.791,https://open.spotify.com/track/0PowxVSTY2uh1CPc8EPKyX,0
Yes Indeed,"Lil Baby, Drake",0.963,0.346,-9.309,0.53,0.036,0.0,0.562,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,1
Gassed Up!,"XXXTENTACION, Flyboy Tarantino, Kid Trunks, Bass Santa, Kin$oul",0.843,0.56,-6.122,0.284,0.293,0.0,0.477,https://open.spotify.com/track/15Y949TGjUppdT78h0S49P,1
Make Eem Run!,"Bass Santa, XXXTENTACION, Ski Mask The Slump God",0.936,0.514,-8.908,0.271,0.747,0.0,0.812,https://open.spotify.com/track/44nlOJLjLqwNgYcT277V25,1
Mile High,"James Blake, Travis Scott, Metro Boomin",0.754,0.37,-9.854,0.12,0.403,0.0,0.228,https://open.spotify.com/track/64ydkbrt0xhdJXRaam06Mc,3
Touch Eem Body,"XXXTENTACION, Bass Santa, Kin$oul, Reddz",0.726,0.419,-11.895,0.25,0.574,0.0,0.064,https://open.spotify.com/track/2WOxBv9WElDqB0opEAbCC4,2
Jumpin on a Jet,Future,0.824,0.595,-6.346,0.091,0.057,0.0,0.157,https://open.spotify.com/track/1I3ZAmPmbFV78oNKnibOiW,3
DODI,Shindy,0.823,0.56,-7.057,0.063,0.01,0.0,0.371,https://open.spotify.com/track/63THFs9ovzO3WQsz4lzh0H,3
Grip,"Seeb, Bastille",0.598,0.904,-2.293,0.051,0.331,0.0,0.503,https://open.spotify.com/track/3gicyfiEVMGONgzygpWjNT,0
Benzema,Capital Bra,0.783,0.692,-6.156,0.329,0.485,0.0,0.26,https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E,1
Never Stop,Future,0.571,0.556,-5.857,0.223,0.066,0.0,0.076,https://open.spotify.com/track/1AGPmw3QJBNfOK6XioDhZp,4
Parado no Bailão,"MC L da Vinte, MC Gury",0.828,0.599,-1.624,0.149,0.381,0.0,0.478,https://open.spotify.com/track/3Hb9kUdm4yf839Fle4RIdT,3
Promise U That,Future,0.638,0.568,-6.579,0.159,0.338,0.0,0.446,https://open.spotify.com/track/7EB2UpfRbS4QVjZQlKLi3Z,3
Stamm Fort (feat. Sfera Ebbasta),Luche,0.78,0.521,-5.094,0.123,0.098,0.0,0.643,https://open.spotify.com/track/7hHf4gz7kGmkuwa6XMc88W,3
Call the Coroner,Future,0.853,0.805,-3.331,0.202,0.146,0.052,0.879,https://open.spotify.com/track/1WlU4jsJ8AoTB96dgd8LJA,0
F&N,Future,0.728,0.628,-4.766,0.191,0.01,0.0,0.393,https://open.spotify.com/track/5YP6yKgGGsXKukqxXypVAf,3
Faceshot,Future,0.802,0.833,-4.234,0.083,0.008,0.0,0.132,https://open.spotify.com/track/5R2pz8i4k4bvRAqiIFXzKz,4
Rocket Ship,Future,0.953,0.38,-4.941,0.261,0.01,0.0,0.128,https://open.spotify.com/track/4HfaOznGhHYWqPtpLYz2PB,3
Temptation,Future,0.66,0.55,-6.744,0.184,0.164,0.0,0.299,https://open.spotify.com/track/2gXOzCwbVXACCaYRj4Qrep,3
Unicorn Purp (feat. Young Thug & Gun),Future,0.833,0.761,-4.905,0.195,0.016,0.0,0.377,https://open.spotify.com/track/2U3LJfQB0ALLxC7Yy0QW7l,3
Wenn die Sonne untergeht,"Azet, Zu",0.609,0.829,-4.085,0.161,0.132,0.0,0.394,https://open.spotify.com/track/23N0z3XkwS2ErcNKsgCWAb,4
Mala Mía,Maluma,0.749,0.752,-4.883,0.345,0.31,0.0,0.901,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh,1
WHEN I WAS OLDER - Music Inspired By The Film ROMA,Billie Eilish,0.696,0.332,-12.834,0.043,0.853,0.433,0.063,https://open.spotify.com/track/7tGEAA1f8MydT7eVbbO9Zy,2
all my friends,21 Savage,0.713,0.62,-4.513,0.042,0.171,0.0,0.206,https://open.spotify.com/track/4paAidoE8VAemwU4jgCc6l,3
Rewrite The Stars,"Zac Efron, Zendaya",0.684,0.619,-7.005,0.039,0.072,0.0,0.284,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,3
Só Pra Castigar,Wesley Safadão,0.681,0.94,-0.00177,0.039,0.02,0.0,0.648,https://open.spotify.com/track/2X8sssaxS5GReg6945B6RW,0
hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,0.492,0.144,-10.125,0.071,0.965,0.0,0.274,https://open.spotify.com/track/1PfUKiMDKIlPEF9FfdJawc,2
È sempre bello,Coez,0.692,0.63,-6.792,0.164,0.073,0.0,0.499,https://open.spotify.com/track/18LXrvm337xqvFxpaB9Puj,3
Estado Decadente - Acústico,Zé Neto & Cristiano,0.757,0.687,-0.00478,0.066,0.586,0.0,0.583,https://open.spotify.com/track/4eB8rsNNm5791m3uvEBNLR,0
More Than That,Lauren Jauregui,0.595,0.442,-12.899,0.282,0.071,0.0,0.297,https://open.spotify.com/track/180WImKPbvdUrboKUov5f4,1
Without Me (with Juice WRLD),Halsey,0.744,0.514,-6.103,0.075,0.355,0.0,0.449,https://open.spotify.com/track/6Zc5f20q7sOe1IC1c1jQvZ,3
come out and play,Billie Eilish,0.64,0.321,-14.604,0.093,0.693,0.031,0.177,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4,2
Ocean (feat. Khalid),Martin Garrix,0.506,0.693,-7.265,0.041,0.584,0.0,0.221,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS,4
Topanga,Trippie Redd,0.755,0.615,-8.245,0.045,0.006,0.0,0.039,https://open.spotify.com/track/5aXgz1oKK8Q9z9xvTmSnrO,3
Unforgettable,"French Monta, Swae Lee",0.726,0.769,-5.043,0.123,0.029,0.01,0.733,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,0
Lie To Me,5 Seconds of Summer,0.633,0.478,-5.571,0.036,0.012,0.0,0.692,https://open.spotify.com/track/3567eNX2L3RkkMkwspncMH,3
MAMA,"6ix9ine, Nicki Minaj, Kanye West",0.761,0.672,-5.887,0.212,0.089,0.0,0.437,https://open.spotify.com/track/1oJ8EDr2pv94IvSd6ZmDgo,3
This Is Me,"Keala Settle, The Greatest Showman Ensemble",0.284,0.704,-7.276,0.186,0.006,0.0,0.1,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U,4
Quiere Beber,Anuel AA,0.773,0.57,-3.482,0.113,0.372,0.005,0.772,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z,0
No Brainer,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",0.552,0.76,-4.706,0.342,0.073,0.0,0.639,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,1
TIC TOC,"6ix9ine, Lil Baby",0.82,0.691,-6.646,0.072,0.012,0.0,0.683,https://open.spotify.com/track/4m5Cd9kAbIxg6t9sMrQWtk,0
Che cazzo ridi (feat. Trippie Redd),"Fedez, Tedua",0.312,0.704,-4.596,0.05,0.01,0.0,0.544,https://open.spotify.com/track/7GeC7Nb58zsPnlFSfF0HZU,4
I Found You / Nilda's Story (with Calvin Harris & Miguel),benny blanco,0.337,0.241,-9.849,0.053,0.94,0.011,0.181,https://open.spotify.com/track/3eVuglKxN2sjoIGHAsFAge,2
medicine,Bring Me The Horizon,0.615,0.858,-0.0033,0.04,0.004,0.0,0.323,https://open.spotify.com/track/03CbQgFxnBFoaaVJTfEqMD,4
Born To Be Yours,"Kygo, Imagine Dragons",0.681,0.709,-5.808,0.037,0.29,0.0,0.456,https://open.spotify.com/track/4M3FO0ji6Lc8vwD1sgf1nc,3
In My Head,Peter Manos,0.499,0.181,-15.359,0.043,0.745,0.001,0.075,https://open.spotify.com/track/1tT55K6VEyO6XFDxK4lDQe,2
HaifischNikez Allstars,"LX, Maxwell, Bonez MC, Gzuz, Sa4",0.764,0.744,-5.529,0.448,0.162,0.0,0.507,https://open.spotify.com/track/0kLA41xkWzzYzMIEGFuDkP,1
Cheap Thrills,Sia,0.628,0.698,-5.608,0.105,0.047,0.001,0.732,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,0
Ciumeira - Ao Vivo,Marília Mendonça,0.741,0.813,-0.00483,0.045,0.204,0.0,0.765,https://open.spotify.com/track/2H1liABu20HXBOmbt5SQz1,0
Finesse - Remix; feat. Cardi B,Bruno Mars,0.704,0.859,-4.877,0.1,0.019,0.0,0.926,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,0
Medley da Gaiola - DENNIS Remix,MC Kevin o Chris,0.896,0.756,-0.00556,0.228,0.711,0.0,0.686,https://open.spotify.com/track/7rLegaz7zKB6EtDNzcslKE,0
Não Fala Não pra Mim,"Humberto & Roldo, Jerry Smith",0.741,0.794,-2.555,0.04,0.591,0.0,0.765,https://open.spotify.com/track/0PaAB17axL9hn88mHiw8g0,0
No Me Acuerdo,"Thalia, Natti Natasha",0.837,0.784,-4.531,0.101,0.175,0.0,0.748,https://open.spotify.com/track/1G586ld1gbaECg4Bc6w40O,0
"Quem Pegou, Pegou - Ao Vivo",Henrique & Juliano,0.69,0.67,-5.345,0.032,0.299,0.0,0.579,https://open.spotify.com/track/0kCqaybZgYcLYxzZymmBoc,0
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,0.708,0.567,-15.539,0.036,0.07,0.001,0.955,https://open.spotify.com/track/79hJaqmVdohltPBNN6BULM,3
X,"Nicky Jam, J Balvin",0.595,0.773,-4.736,0.055,0.036,0.001,0.711,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA,0
Flames,"David Guetta, Sia",0.631,0.649,-5.892,0.039,0.082,0.0,0.421,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh,4
Freaky Friday (feat. Chris Brown),Lil Dicky,0.755,0.599,-5.042,0.224,0.147,0.0,0.755,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ,0
Goodbye (feat. Nicki Minaj & Willy William),"Jason Derulo, David Guetta",0.643,0.904,-3.694,0.074,0.078,0.0,0.481,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG,0
Like I Do,"David Guetta, Martin Garrix, Brooks",0.667,0.871,-4.905,0.034,0.006,0.007,0.187,https://open.spotify.com/track/4aBYzs8RxZMuqyOanNlf8I,4
Mi Gente,"J Balvin, Willy William",0.548,0.704,-4.838,0.078,0.017,0.0,0.288,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw,4
More Than You Know,Axwell /\ Ingrosso,0.646,0.741,-4.973,0.034,0.028,0.0,0.571,https://open.spotify.com/track/6h5PAsRni4IRlxWr6uDPTP,0
Nevermind,Dennis Lloyd,0.6,0.688,-8.339,0.201,0.159,0.0,0.079,https://open.spotify.com/track/63SevszngYpZOwf63o61K4,4
Whenever (feat. Conor Mayrd),"Kris Kross Amsterdam, The Boy Next Door",0.734,0.765,-5.562,0.062,0.151,0.0,0.518,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z,0
Without You (feat. Sandro Cavazza),Avicii,0.662,0.858,-4.844,0.043,0.002,0.0,0.295,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL,4
Está Rico,"Marc Anthony, Will Smith, Bad Bunny",0.817,0.74,-4.566,0.283,0.266,0.0,0.674,https://open.spotify.com/track/2wRkBumdItthjYP9XknImg,1
200 Mph,"Bad Bunny, Diplo, Nitti Gritti",0.85,0.5,-6.708,0.067,0.014,0.0,0.816,https://open.spotify.com/track/5jGUJXnELDaDTgiRjD9lsg,3
can't leave without it,21 Savage,0.872,0.591,-6.952,0.359,0.111,0.0,0.696,https://open.spotify.com/track/0hPLZrnDgtKxrym1BHjDhd,1
Veneno,Anitta,0.792,0.768,-5.074,0.107,0.046,0.0,0.295,https://open.spotify.com/track/1KFN3kB4hc6r7ILpifFsqf,3
Driving Home for Christmas,Chris Rea,0.497,0.661,-9.047,0.036,0.328,0.0,0.894,https://open.spotify.com/track/3Z3QhZAZpqwZa1phsbQ3JZ,0
Merry Christmas Everyone - Remastered,Shakin' Stevens,0.541,0.909,-3.101,0.036,0.128,0.0,0.962,https://open.spotify.com/track/2ISl1zekPsc26sUQpVt8UB,0
Christmas Time Is Here - Recorded at Sound Emporium shville,Devin Dawson,0.431,0.195,-13.207,0.052,0.802,0.0,0.157,https://open.spotify.com/track/1dinW5tLGDdPhxtW8vMkUn,2
Feliz navidad - Recorded at Spotify Studios NYC,Why Don't We,0.725,0.58,-5.422,0.043,0.225,0.0,0.66,https://open.spotify.com/track/4uqRDeCgXPLQFYqA5uf5Tr,3
Happy Xmas (War Is Over) (feat. Sean Ono Lennon),"Miley Cyrus, Mark Ronson",0.284,0.637,-4.893,0.049,0.063,0.0,0.197,https://open.spotify.com/track/5KHzV8Gf3aweIMImliFAOs,4
"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Origil Cast Recording",Judy Garland,0.273,0.161,-16.091,0.036,0.961,0.001,0.111,https://open.spotify.com/track/4eqne0oIdt9GW2ubiliny0,2
I'll Be Home For Christmas,Bing Crosby,0.223,0.146,-16.084,0.032,0.281,0.0,0.176,https://open.spotify.com/track/4lftz0V8DZhWSVtL4GrzMH,2
Merry Christmas Darling - Album Version/Remix,Carpenters,0.327,0.24,-15.181,0.033,0.851,0.0,0.193,https://open.spotify.com/track/1QXg7pVx5hpAZWw8KIAcGw,2
Sleigh Ride,Johnny Mathis,0.605,0.663,-8.949,0.027,0.699,0.0,0.893,https://open.spotify.com/track/6XAdcAseYtijN0QUnQFsH2,0
Stop the Cavalry - Radio Edit,Jo Lewie,0.697,0.385,-0.00947,0.04,0.35,0.003,0.736,https://open.spotify.com/track/517HDzHbAwuGM25wiU5r9J,0
The Happiest Christmas Tree,Nat King Cole,0.499,0.456,-11.528,0.4,0.753,0.0,0.94,https://open.spotify.com/track/5aJP0MZjb8LtPAT5WicCZm,1
The Man With The Bag,Kay Starr,0.674,0.319,-7.109,0.076,0.642,0.0,0.747,https://open.spotify.com/track/56dllQaFZBw3SPTiKZvqYH,2
What Child Is This?/The Holly And The Ivy,Bing Crosby,0.34,0.181,-15.232,0.036,0.982,0.002,0.178,https://open.spotify.com/track/4DywxkC9fZ59pBIOS8UFuX,2
Christmas All Over Again,Tom Petty and the Heartbreakers,0.529,0.793,-8.092,0.032,0.061,0.0,0.739,https://open.spotify.com/track/4EM8ZRafUv02ugYyJoJo7o,0
Do They Know It's Christmas? - 2014,Band Aid 30,0.626,0.541,-7.615,0.031,0.352,0.0,0.255,https://open.spotify.com/track/3iMRGDhn0ghHIUMmlKrJOh,3
Have Yourself a Merry Little Christmas (feat. Esperanza Spalding),John Legend,0.319,0.509,-8.868,0.031,0.642,0.0,0.427,https://open.spotify.com/track/3yQbBL8hsYtUhXSrmbKq8X,2
Please Come Home For Christmas - Bonus Track,Eagles,0.609,0.357,-10.056,0.04,0.514,0.0,0.468,https://open.spotify.com/track/70f0ToGXTEtLKFSwHMbHoC,2
Thank God It's Christmas - 2011 Remaster,Queen,0.304,0.42,-8.882,0.028,0.215,0.0,0.328,https://open.spotify.com/track/3AymrUApW5JKKaNrHQhcBG,2
1.5,21 Savage,0.885,0.52,-8.353,0.359,0.0,0.0,0.306,https://open.spotify.com/track/2wOXxtHZgRkkrkEbKLzzqs,1
asmr,21 Savage,0.84,0.543,-7.738,0.476,0.04,0.0,0.161,https://open.spotify.com/track/2QgfDF0fQ4sskDthP8MG5w,1
ball w/o you,21 Savage,0.892,0.633,-7.471,0.09,0.047,0.0,0.459,https://open.spotify.com/track/50a8bKqlwDEqeiEknrzkTO,3
break da law,21 Savage,0.904,0.575,-7.823,0.346,0.049,0.0,0.359,https://open.spotify.com/track/5ZSIExfQuVv69tw5Qw3yDl,1
gun smoke,21 Savage,0.809,0.461,-5.677,0.091,0.001,0.0,0.325,https://open.spotify.com/track/4f1XXGjZZ9EkFkrbPJek6X,3
out for the night,21 Savage,0.841,0.695,-5.625,0.415,0.001,0.0,0.408,https://open.spotify.com/track/0ZKKJTv21zJpNrKiL0LYyV,1
a&t,21 Savage,0.924,0.567,-5.009,0.096,0.002,0.0,0.827,https://open.spotify.com/track/6ho88pvz4c8WCSFbdVXNia,0
4L,21 Savage,0.879,0.41,-9.233,0.551,0.001,0.0,0.07,https://open.spotify.com/track/1uULQtJ8rbsX5TwjPpPc9Q,1
good day,21 Savage,0.966,0.519,-5.682,0.306,0.004,0.0,0.119,https://open.spotify.com/track/2LqoYvMudv9xoTqNLFKILj,1
Lelele,"Azet, Zu",0.821,0.689,-0.00502,0.229,0.054,0.0,0.493,https://open.spotify.com/track/31Zs71Yb7YoPlFx2p1uKRX,0
letter 2 my momma,21 Savage,0.864,0.608,-10.567,0.275,0.053,0.0,0.963,https://open.spotify.com/track/55xNjVrGJxgqcEFqCyejTM,1
pad lock,21 Savage,0.959,0.55,-8.012,0.197,0.019,0.0,0.798,https://open.spotify.com/track/5stbfxsPi8gcOH2LCuA4Le,3
MoshPit (feat. Juice WRLD),Kodak Black,0.769,0.627,-4.064,0.262,0.394,0.0,0.49,https://open.spotify.com/track/4KX8vXbouybtUptEyYxtIk,1
Guardian angel,XXXTENTACION,0.712,0.374,-10.215,0.511,0.795,0.0,0.779,https://open.spotify.com/track/7uqcLJFlSYjVPLUz1vPxkY,1
This Feeling (feat. Kelsea Ballerini),The Chainsmokers,0.539,0.651,-5.304,0.043,0.065,0.0,0.474,https://open.spotify.com/track/6LKYeyLt4G4SlZ6OJwFhVS,4
I don't let go,XXXTENTACION,0.797,0.293,-7.479,0.08,0.591,0.072,0.478,https://open.spotify.com/track/4axYWgXASdsCBHuwInAubT,2
Lost Control,"Alan Walker, Sorana",0.736,0.555,-4.689,0.076,0.035,0.0,0.323,https://open.spotify.com/track/0lG6QM1jjbbX5UUn3DPmrZ,3
Reggaetón en lo Oscuro,Wisin & Yandel,0.747,0.898,-3.683,0.071,0.061,0.0,0.689,https://open.spotify.com/track/7LLXLd0pisbEAdIVK502VM,0
Scared of the Dark (feat. XXXTENTACION),"Lil Wayne, Ty Dolla $ign",0.443,0.623,-6.717,0.072,0.047,0.0,0.156,https://open.spotify.com/track/3vWzyGTu6Ovo1GdrcJqH6e,4
There You Are,ZAYN,0.452,0.688,-0.00484,0.039,0.026,0.0,0.313,https://open.spotify.com/track/155EsNGoXo7XSVF84oTPam,4
WAKA,"6ix9ine, A Boogie Wit da Hoodie",0.772,0.812,-3.995,0.153,0.083,0.0,0.655,https://open.spotify.com/track/6o79O9qBP3OAkWOXajAQIS,0
One Minute (feat. Kanye West & Travis Barker),XXXTENTACION,0.568,0.636,-4.265,0.204,0.007,0.0,0.879,https://open.spotify.com/track/0T6RSXxFhW8dRTWHI604ld,0
what are you so afraid of,XXXTENTACION,0.639,0.312,-9.902,0.03,0.774,0.469,0.347,https://open.spotify.com/track/57nOpVSc3j9o03Cr928ZM4,2
difference (interlude),XXXTENTACION,0.593,0.067,-15.268,0.072,0.949,0.0,0.19,https://open.spotify.com/track/5itzep0nGnq7hxCfFNsTIR,2
STARING AT THE SKY,XXXTENTACION,0.557,0.338,-9.892,0.026,0.134,0.002,0.689,https://open.spotify.com/track/4KpKyRFwN0gcwj58Uqjv7q,3
Train food,XXXTENTACION,0.492,0.712,-7.278,0.691,0.564,0.0,0.23,https://open.spotify.com/track/5lar0mCUejpILVkAz50s2J,1
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,0.931,0.387,-9.127,0.412,0.088,0.0,0.376,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB,1
the remedy for a broken heart (why am I so in love),XXXTENTACION,0.699,0.304,-11.192,0.099,0.779,0.001,0.271,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7,2
It's Not Living (If It's Not With You),The 1975,0.618,0.837,-5.338,0.03,0.0,0.0,0.526,https://open.spotify.com/track/3TgMcrV32NUKjEG2ujn9eh,4
Toda - Remix,"Alex Rose, Cazzu, Rauw Alejandro, Lenny Tavárez",0.512,0.451,-7.222,0.131,0.161,0.0,0.368,https://open.spotify.com/track/47ZS1OjnJpJVfGN9yHXfMn,4
Lonesome Train,Stan Kenton,0.534,0.211,-12.715,0.025,0.464,0.0,0.193,https://open.spotify.com/track/46DwQbCUzWr4bT0Uu2lDK8,2
Introduction,XXXTENTACION,0.475,0.005,-20.584,0.1,0.841,0.0,0.568,https://open.spotify.com/track/0QSt5KmJzRqU1gFJJfQJ0Q,2
Baller los,MERO,0.642,0.598,-8.716,0.283,0.505,0.0,0.508,https://open.spotify.com/track/1IPRghUN3LFPNbCTsfBJx9,1
BiPolar (feat. Quavo),Gucci Mane,0.745,0.576,-6.688,0.132,0.144,0.0,0.16,https://open.spotify.com/track/5Ta1sXtO9tXOaUacYm7tH8,3
Happy Birthday,Sfera Ebbasta,0.792,0.777,-4.402,0.045,0.046,0.0,0.696,https://open.spotify.com/track/7Cw97917dvg5xm6XMAA4Y2,0
STOOPID,"6ix9ine, Bobby Shmurda",0.733,0.63,-4.296,0.395,0.13,0.0,0.832,https://open.spotify.com/track/1jQvUmf16VE9WQCPuK2e8K,1
Foot Fungus,Ski Mask The Slump God,0.881,0.623,-9.662,0.119,0.257,0.0,0.745,https://open.spotify.com/track/3EikYy40GMSp8l5mDV6IQo,3
On Me (feat. Cardi B),Meek Mill,0.864,0.666,-5.525,0.234,0.048,0.0,0.538,https://open.spotify.com/track/3DnZfpfe8wLeJgzc00gKeW,1
Uptown Vibes (feat. Fabolous & Anuel AA),Meek Mill,0.655,0.835,-3.451,0.059,0.046,0.0,0.165,https://open.spotify.com/track/2tnlNVAhuQGgoFJxALVeXx,4
Waste It On Me (feat. BTS),Steve Aoki,0.669,0.684,-4.595,0.059,0.252,0.0,0.466,https://open.spotify.com/track/2J0X46UkpfLlWbuCXFgDLr,4
Beach House,The Chainsmokers,0.537,0.837,-4.477,0.039,0.19,0.0,0.533,https://open.spotify.com/track/0N8MGHEDAq29ip7RrlrTeN,4
Better To Lie (with Jesse & Swae Lee),benny blanco,0.758,0.602,-7.909,0.094,0.038,0.0,0.519,https://open.spotify.com/track/61sqsOPon94ecMskeEXwev,3
Don't Come Out The House (with 21 Savage),Metro Boomin,0.87,0.35,-6.082,0.277,0.007,0.0,0.175,https://open.spotify.com/track/2Grb4G6t9VIqo6moKUloom,3
I Found You (with Calvin Harris),benny blanco,0.775,0.872,-4.194,0.047,0.033,0.058,0.379,https://open.spotify.com/track/5sdb5pMhcK44SSLsj1moUh,0
KANGA,"6ix9ine, Kanye West",0.901,0.598,-6.934,0.17,0.019,0.0,0.355,https://open.spotify.com/track/0EwS8XJQspgrj1zSUXhFkl,3
SICKO MODE - Skrillex Remix,Travis Scott,0.651,0.833,-3.356,0.172,0.021,0.0,0.443,https://open.spotify.com/track/0u695M7KyzXaPIjpEbxOkB,4
Suncity (feat. Empress Of),Khalid,0.695,0.639,-6.897,0.153,0.107,0.001,0.344,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN,3
There's No Way (feat. Julia Michaels),Lauv,0.755,0.625,-7.114,0.09,0.49,0.0,0.374,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ,3
Empty Space,James Arthur,0.404,0.531,-4.328,0.103,0.215,0.0,0.321,https://open.spotify.com/track/1uru26I2JKd2mQZt0MDCUe,4
Hurts Like Hell (feat. Offset),Madison Beer,0.704,0.56,-6.791,0.179,0.185,0.0,0.609,https://open.spotify.com/track/3WefHNGtjexZvi66ZEx9u4,3
What's Free (feat. Rick Ross & Jay Z),"Meek Mill, JAY-Z",0.511,0.718,-6.293,0.404,0.0,0.0,0.267,https://open.spotify.com/track/4iQ5gmTAzWfK8JyFC2LBox,1
TATI,"6ix9ine, DJ SpinKing",0.779,0.767,-5.462,0.258,0.002,0.0,0.523,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL,1
Time (feat. Meek Mill),Lil Baby,0.781,0.487,-8.823,0.589,0.034,0.0,0.344,https://open.spotify.com/track/1Szfm2XAx3Kgl55dyl8sTU,1
FEEFA,"6ix9ine, Gun",0.754,0.728,-0.00761,0.081,0.041,0.0,0.594,https://open.spotify.com/track/26jYPsHHSOxCTz4cLt6SbQ,0
Intro,Meek Mill,0.678,0.76,-5.546,0.221,0.056,0.0,0.24,https://open.spotify.com/track/3EQ9QP2E7wjYQba8OSPBst,4
Respect the Game,Meek Mill,0.603,0.67,-4.809,0.25,0.087,0.0,0.159,https://open.spotify.com/track/6pUBrvKfJL4qmn95mxU7rC,4
Tic Tac Toe (feat. Kodak Black),Meek Mill,0.821,0.72,-4.606,0.222,0.009,0.0,0.285,https://open.spotify.com/track/35J4wXQeRuHNOEArMy6FOe,3
Anyway (feat. 2 Chainz & Gucci Mane),Lil Baby,0.874,0.552,-5.997,0.383,0.056,0.0,0.231,https://open.spotify.com/track/3zxiTHxE4MxwuYf8aLQ9ax,1
Be My Mistake,The 1975,0.572,0.155,-14.405,0.034,0.835,0.0,0.095,https://open.spotify.com/track/0AG2l0IboWNSwjUkMr2Aq7,2
Crush A Lot,Lil Baby,0.92,0.458,-5.643,0.315,0.017,0.0,0.403,https://open.spotify.com/track/39RWYLt6hgk9BbhkDgaHW9,1
Far Gone (feat. Lil Baby),Ski Mask The Slump God,0.926,0.444,-9.024,0.254,0.206,0.0,0.389,https://open.spotify.com/track/6RiMRVxOiEYd4QSu1cxrls,3
Global,Lil Baby,0.672,0.565,-6.504,0.441,0.106,0.0,0.313,https://open.spotify.com/track/7cW1wHpSLYgKWzoWlOCPFJ,1
I Always Wan Die (Sometimes),The 1975,0.376,0.473,-5.636,0.033,0.005,0.002,0.04,https://open.spotify.com/track/3HPpOFmDibEO06Z2q4ZN5u,4
LA LA,Ski Mask The Slump God,0.765,0.574,-8.456,0.31,0.059,0.0,0.606,https://open.spotify.com/track/2PCKWNZYcwyFKd4lVRWE8k,1
Mama (feat. Ellie Goulding),Clean Bandit,0.737,0.714,-6.138,0.037,0.225,0.0,0.608,https://open.spotify.com/track/3WDIhWoRWVcaHdRwMEHkkS,0
Ready (feat. Gun),Lil Baby,0.793,0.395,-5.578,0.385,0.277,0.0,0.129,https://open.spotify.com/track/4F6yN5FsFW10Ucx7cLCzBh,1
Realist In It (feat. Gucci Mane & Offset),Lil Baby,0.932,0.658,-7.708,0.353,0.207,0.0,0.695,https://open.spotify.com/track/2WqTKOAUmv7hz9ZzGnXHrY,1
So High,Ski Mask The Slump God,0.7,0.435,-12.597,0.043,0.122,0.001,0.21,https://open.spotify.com/track/3nTDO6k4R6i3FpKx0QNgJ5,3
